StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,over_18,yrborn,gender,gender_4_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,hisp_1,hisp_2,hisp_3,hisp_4,hisp_5,hisp_6,hisp_7,hisp_8,hisp_8_TEXT,asian_1,asian_2,asian_3,asian_4,asian_5,asian_6,asian_7,asian_8,asian_9,asian_10,asian_11,asian_12,asian_13,asian_14,asian_15,asian_16,asian_17,asian_17_TEXT,marstat,sexor,sexor_6_TEXT,income,educ,employ_1,employ_2,employ_3,employ_4,employ_5,employ_6,employ_7,employ_8,occ,occ_10_TEXT,lo_cog_1,lo_cog_2,lo_cog_3,lo_cog_4,lo_cog_5,lo_cog_6,lo_beh_1,lo_beh_2,lo_beh_3,lo_beh_4,lo_beh_5,lo_aff_1,lo_aff_2,lo_aff_3,lo_aff_4,pss_1,pss_2,pss_3,pss_4,pss_5,pss_6,pss_7,pss_8,pss_9,pss_10,stress_def,race_7_TEXT - Topics,stress_def - Topics
11/14/2017 11:47,11/14/2017 11:49,0,73.153.2.183,100,119,1,11/14/2017 11:49,R_1o1oxIsECeRDmNV,,,,,40.51950073,-105.0627975,anonymous,EN,1,1,1990,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,6,,1,,,,1,,,7,,5,5,5,6,5,5,5,5,5,6,5,5,5,5,5,3,3,2,2,2,3,3,3,3,3,"Depending on the severity of stress, it could be something that motivates you or debilitates you. Usually occurs as a result of a deadline or task that is not easily completed or you don’t have complete control over. It is usually accompanied by a sense of anxiety and high physiological arousal. It can alter someone’s mood as well (usually for the worse). ",,Unknown
11/14/2017 11:41,11/14/2017 11:49,0,165.127.8.248,100,483,1,11/14/2017 11:49,R_RE7a2IZQ70vLJ5L,,,,,39.72900391,-104.9527969,anonymous,EN,1,1,1991,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,4,6,1,,,,,,,,7,,5,5,3,4,4,5,5,5,5,2,4,5,4,4,5,2,2,2,3,3,1,3,3,2,1,"Stress is my body’s response to either being pulled in too many directions or being exposed to high stake demands. Stress I don’t think is bad in small quantities, but is bad when it becomes chronic or when I don’t have a productive way to harness it.",,Unknown
11/14/2017 11:55,11/14/2017 12:00,0,165.20.108.40,100,285,1,11/14/2017 12:00,R_1Eb7B39arpR2VaU,,,,,41.93730164,-87.65509796,anonymous,EN,1,1,1987,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,6,6,1,,,,,,,,6,,4,5,5,4,4,6,5,5,5,2,2,5,2,4,5,2,3,3,2,2,1,2,1,3,2,something that causes anxiety,,Unknown
11/14/2017 12:04,11/14/2017 12:08,0,129.19.63.97,100,223,1,11/14/2017 12:08,R_2dAfe8hIzC72S1b,,,,,40.01499939,-105.2705994,anonymous,EN,1,1,1997,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,3,,1,,,,,,,10,"Student, tutor",5,4,4,4,5,3,4,3,3,2,3,4,4,4,5,2,1,3,3,2,1,3,3,2,1,Whenever I feel a sort of anxiety/worry about the near future in my chest. Usually before exams. ,,Unknown
11/14/2017 11:59,11/14/2017 12:12,0,184.183.174.190,100,753,1,11/14/2017 12:12,R_2DLZnpdHrJglSC9,,,,,32.90170288,-116.8932953,anonymous,EN,1,1,1991,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,6,3,1,,,,,,,,8,,6,6,6,6,6,6,5,3,6,1,3,6,4,6,6,1,,3,4,3,0,3,3,1,0,The pressure to complete a task (physically or emotionally) in a demanding situation,,Unknown
11/14/2017 12:19,11/14/2017 12:29,0,129.82.87.250,100,584,1,11/14/2017 12:29,R_3My777gHeTQd1GU,,,,,40.58529663,-105.0843964,anonymous,EN,1,1,1989,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,6,,1,,,,,,,6,,5,5,6,4,4,4,4,3,3,2,3,5,3,4,5,1,3,3,2,2,1,2,2,0,1,"Physical or mental challenge that can be overcome with the correct amount of skills, experience, or time... Having inadequate skills, experience, or time to overcome the challenge is when stress is most physically or mentally harmful.",,Unknown
11/14/2017 12:29,11/14/2017 12:34,0,174.209.22.133,100,319,1,11/14/2017 12:34,R_czOXqEM24OATbbP,,,,,39.91340637,-105.0074997,anonymous,EN,1,1,1986,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,4,6,1,,,,,,,,8,,5,6,4,5,5,5,4,5,5,2,5,5,5,6,4,1,1,2,4,3,1,2,4,1,1,"Perceived metal distress from situations that are adverse.  Can be accompanied with somatic symptoms like tightening in chest, quick breathing, increased heart rate, and like ones head is being compressed. ",,Unknown
11/14/2017 12:53,11/14/2017 12:58,0,73.14.17.202,100,279,1,11/14/2017 12:58,R_vVpiarTN65IosLv,,,,,39.54870605,-105.1744995,anonymous,EN,1,1,1997,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,3,1,,,,,1,,,10,None of the above,4,4,5,5,4,5,2,3,4,5,5,2,2,3,4,4,4,3,1,1,4,1,1,3,4,Having too much going on at once and feeling like there's too much to do,,Unknown
11/14/2017 12:57,11/14/2017 13:01,0,129.82.150.0,100,259,1,11/14/2017 13:01,R_27dsXmaaCWfP4Hs,,,,,40.58529663,-105.0843964,anonymous,EN,1,1,1991,2,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,6,,1,,,,,,,10,Veterinary technician ,5,5,5,5,5,5,5,5,5,2,3,5,3,4,5,3,2,4,2,2,3,3,2,2,3,Stress can be defined by perceived pressures stemming from external factors.  This is often accompanied by the feeling of not being able to adequately handle these pressures.  ,,Unknown
11/14/2017 13:10,11/14/2017 13:17,0,70.166.86.208,100,436,1,11/14/2017 13:17,R_3JzuuHfLQUjQXDz,,,,,32.71910095,-117.1607056,anonymous,EN,1,1,1992,2,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,6,,,,,,1,,,,,6,6,6,6,6,6,6,6,6,1,6,6,1,6,4,3,4,4,4,3,2,2,1,4,4,"Stress is the overwhelming anxiety that creeps into every task. It makes your muscles tense, your heart beat rapidly, your armpits sweat excessively and your jaw clench tightly. It’s the feeling of your whole body tightening up and the feeling of being pushed down by a heavy weight from above.",,Unknown
11/14/2017 13:15,11/14/2017 13:19,0,129.82.150.14,100,256,1,11/14/2017 13:19,R_1E7mXnIlH9bzu1j,,,,,40.58529663,-105.0843964,anonymous,EN,1,1,1992,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,5,,1,,,,1,,,2,,5,5,5,4,4,4,4,4,4,2,3,5,4,3,4,2,3,3,2,2,2,2,2,2,2,The feeling that I have too much to do in too little time and can not handle it. ,,Unknown
11/14/2017 13:21,11/14/2017 13:29,0,172.58.38.252,100,510,1,11/14/2017 13:29,R_6YCaa0gbcBZsIs9,,,,,37.80780029,-122.271698,anonymous,EN,1,1,1990,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,6,,,,,,1,,,,,5,5,6,6,6,5,4,2,5,1,4,5,4,5,5,2,1,2,4,4,0,4,3,2,1,"Stress is related to mental health, and occurs when work-life balance becomes skewed, and is capable of causing physical changes in your body.",,Unknown
11/14/2017 13:31,11/14/2017 13:52,0,45.210.67.30,100,1261,1,11/14/2017 13:52,R_2Yn824zbDdpJyn2,,,,,8,-2,anonymous,EN,1,1,1983,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,6,1,,,,,,,,9,,6,6,4,6,6,6,5,1,4,1,5,6,5,6,6,0,0,2,4,4,0,4,4,2,0,"When the need to meet demands, deadlines or workload exceeds your carrying capacity to the extent of affecting you physiologically, psychologically and socially.",,Unknown
11/14/2017 14:30,11/14/2017 14:35,0,129.82.52.217,100,306,1,11/14/2017 14:35,R_2TowHWcyXsUkpCQ,,,,,40.58529663,-105.0843964,anonymous,EN,1,1,1987,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,5,,,,,,1,,,,,6,6,3,5,6,6,5,4,6,1,5,6,4,5,6,1,2,2,4,3,1,3,3,1,1,"Over-arousal.  A set of somatic sensations that accompany situations with high stakes, uncertain outcomes, limited resources, etc:  fast heart rate, racing mind, sweat, trouble concentrating, indigestion.",,Unknown
11/14/2017 15:47,11/14/2017 15:51,0,172.56.17.233,100,240,1,11/14/2017 15:52,R_qyWiuliYuAJ0Esp,,,,,33.75059509,-117.8555984,anonymous,EN,1,1,1989,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,3,1,,,,,,,,8,,6,6,6,6,6,6,5,2,6,1,3,6,3,6,6,1,1,2,3,3,2,3,3,2,2,Here and there,,
11/14/2017 17:00,11/14/2017 17:06,0,72.192.188.224,100,335,1,11/14/2017 17:06,R_31Tx55KD0JLZrqi,,,,,32.77940369,-116.8600006,anonymous,EN,1,1,1990,2,,,,,1,,,,,,,,,,,,1,Spanish,,,,,,,,,,,,,,,,,,,3,1,,3,3,,,1,,,,,,,,6,6,5,6,6,6,5,3,6,1,6,4,6,5,5,3,2,4,2,1,4,2,2,4,4,A feeling that can sometimes feel uncontrollable ,,
11/14/2017 17:19,11/14/2017 17:23,0,69.243.37.55,100,258,1,11/14/2017 17:23,R_BxFm0FhTuMXwaD7,,,,,38.6257019,-77.26650238,anonymous,EN,1,1,1991,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,6,1,,,,,,,,6,,4,4,2,3,4,5,3,4,6,2,4,4,2,3,5,4,3,4,3,2,4,3,3,2,2,Overburdening of and by life's events ,,
11/14/2017 17:34,11/14/2017 17:38,0,67.174.121.10,100,249,1,11/14/2017 17:38,R_A5oQtsJAh9ctuwx,,,,,40.51950073,-105.0627975,anonymous,EN,1,1,1992,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,6,1,,,,,,,,2,,6,6,6,6,6,6,6,6,5,3,4,6,5,6,6,0,2,2,4,2,1,1,3,2,1,Unmanageable pressure that has negative effects on you physically and mentally,,
11/14/2017 17:35,11/14/2017 17:43,0,174.16.175.84,100,473,1,11/14/2017 17:43,R_25HNTGJqYPT3CnB,,,,,39.74279785,-104.8996964,anonymous,EN,1,1,1995,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,6,1,,,,,1,,,6,,5,5,6,5,5,5,5,4,5,2,4,5,4,5,4,3,2,3,3,2,1,3,4,2,1,"A physiological, mental, and emotion experience that we feel under increased pressure, strain or discomfort.",,
11/14/2017 17:35,11/14/2017 17:51,0,66.87.139.12,100,1000,1,11/14/2017 17:51,R_OfnWirjGxCpmdnH,,,,,47.28430176,-122.3890991,anonymous,EN,1,1,1990,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,5,3,1,,,,,,,,3,,4,5,5,3,5,4,3,2,5,2,5,5,5,5,6,1,2,2,4,3,1,4,3,1,1,Not being able to mentally find a solution or see an end to a large amount of work ,,
11/14/2017 18:24,11/14/2017 18:35,0,75.71.113.120,100,637,1,11/14/2017 18:35,R_28SVP2PtO2qI1mN,,,,,40.47239685,-104.893898,anonymous,EN,1,1,1990,2,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,5,1,,,,,,,,6,,4,5,5,5,5,5,4,3,5,2,4,5,4,4,5,2,2,2,3,3,2,3,3,2,1,Anxious feelings due to situations around an individual ,,
11/14/2017 18:30,11/14/2017 18:38,0,174.29.54.46,100,476,1,11/14/2017 18:38,R_1l0o7Cnyx86Rghz,,,,,39.70550537,-104.9664001,anonymous,EN,1,1,1991,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,6,1,,,,,,,,8,,3,5,5,3,5,5,2,3,4,5,2,4,2,4,4,1,1,1,3,4,0,3,2,1,0,Internal anxiety from external pressure (real or perceived),,
11/14/2017 19:52,11/14/2017 20:04,0,45.51.77.158,100,766,1,11/14/2017 20:04,R_1o7NAW8E6JayPLk,,,,,33.99580383,-117.8189011,anonymous,EN,1,1,1964,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,6,3,,1,,,,,,,5,,4,4,5,5,6,6,5,4,4,2,5,4,4,5,5,1,3,4,4,3,1,1,2,1,2,Situations that take up additional use of my time or energy (above what is required for day to day living) and wear me out or drain me. ,,
11/14/2017 21:29,11/14/2017 21:49,0,107.77.205.97,100,1230,1,11/14/2017 21:49,R_3kIphCD2MSM033o,,,,,47.60620117,-122.3320999,anonymous,EN,1,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,3,,,,,,,1,,,,5,6,5,3,6,6,4,1,5,1,6,6,4,5,6,2,2,3,4,3,1,3,3,4,1,"When you feel like you can’t cope with situations ,that they are beyond solving by yourself . When they keep building  impossible to control.",,
11/15/2017 6:30,11/15/2017 6:37,0,118.35.248.24,100,390,1,11/15/2017 6:37,R_3hEmvr0e9UMdRzp,,,,,38.20829773,128.591095,anonymous,EN,1,1,1992,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,2,6,1,,,,,,,,7,,4,4,5,5,6,6,5,5,5,5,3,6,3,4,6,2,2,3,2,2,2,3,2,2,2,The mental or physical response when one feels they are not equipped with the ability to handle or cope with a real or imagined scenario. ,,
11/15/2017 7:58,11/15/2017 8:09,0,24.246.166.195,100,672,1,11/15/2017 8:09,R_30c02ZpL38vNClX,,,,,35.39019775,-82.37249756,anonymous,EN,1,1,1965,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,6,3,1,,,,,,,,5,,6,6,6,6,6,6,5,2,5,2,6,6,6,5,6,1,1,2,4,4,2,2,4,2,1,Feeling overwhelmed with things you can and can’t control and the ability to overcome them,,
11/15/2017 8:11,11/15/2017 8:31,0,67.50.86.219,100,1215,1,11/15/2017 8:31,R_2qrgen6JCFfLGCY,,,,,40.51950073,-105.0627975,anonymous,EN,1,1,1981,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,2,1,,,,,,,,10,OFFICE,4,6,6,5,6,5,5,3,5,3,4,3,4,4,5,2,3,3,3,1,3,2,1,2,3,"Feeling overwhelmed, anxiety",,
11/15/2017 8:23,11/15/2017 8:38,0,66.87.149.157,100,938,1,11/15/2017 8:39,R_1FnwqF4wU1w7h3J,,,,,28.58009338,-81.44100189,anonymous,EN,1,1,1964,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,2,,,,,,,,1,,,2,3,5,4,4,2,2,3,2,2,1,1,2,2,3,3,2,3,2,1,4,1,1,3,2,Unmanageable without my medication that I need to take 3 times a day ,,
11/15/2017 10:20,11/15/2017 10:29,0,184.166.10.241,100,547,1,11/15/2017 10:29,R_1hRnOP2WsOh8Jca,,,,,39.12640381,-108.5363007,anonymous,EN,1,1,1991,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,6,,,1,,,,,,,,5,6,4,4,5,4,2,2,5,4,5,5,5,4,4,2,2,2,1,2,1,2,1,2,2,"Stress is like when you drink too much coffee and you get the shakes only instead of a strictly body sensation  stress is like an emotional shaking from too much metaphorical coffee 

While coffee in itself is a good thing keeps you up keeps you going too much can make you tweak out and feel not so pretty. ",,
11/15/2017 13:59,11/15/2017 14:07,0,174.209.22.173,100,482,1,11/15/2017 14:07,R_1kH8gdM4kskuf35,,,,,39.91340637,-105.0074997,anonymous,EN,1,1,1992,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,6,,,,,,1,,,,,4,5,4,6,6,5,3,4,6,4,3,5,2,5,4,2,1,4,1,2,4,1,0,1,3,"Stress is an increase in psychophysiological arousal that may precede subjective feelings of anxiety, worry or pressure. Stress can be both positive and negative. ",,
11/15/2017 16:06,11/15/2017 16:13,0,97.115.218.47,100,437,1,11/15/2017 16:13,R_ugnBa5QVgZi3H7b,,,,,32.24479675,-110.9232025,anonymous,EN,1,1,1988,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,2,,1,,,,1,,,10,Social Worker,4,6,4,3,6,6,5,4,5,1,4,5,3,4,5,2,2,3,2,2,3,2,2,1,2,Active feeling of worry.,,
11/15/2017 16:33,11/15/2017 16:40,0,173.239.226.4,100,409,1,11/15/2017 16:40,R_3hznnx2pkBxF3zW,,,,,40.55160522,-74.46369934,anonymous,EN,1,1,1975,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,6,6,1,,,,,,,,10,college educator,4,3,3,4,3,3,4,4,4,3,4,3,2,3,3,2,2,2,3,3,2,3,2,2,1,"Anxiety, leading to an inability to cope well with a situation.",,
11/15/2017 18:35,11/15/2017 18:45,0,68.111.149.80,100,616,1,11/15/2017 18:45,R_2rSdgIfAqhWORki,,,,,32.78379822,-117.0178986,anonymous,EN,1,1,1989,1,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,1,,4,5,1,,,,,,,,7,,5,5,4,4,5,5,3,2,5,2,3,3,3,4,5,3,2,2,3,2,1,2,2,2,1,From a subtle & sustained feeling of dread to a mental firestorm of anxiety.,,
11/15/2017 20:21,11/15/2017 20:25,0,68.101.249.205,100,256,1,11/15/2017 20:25,R_3Dotc8wDTizpiaa,,,,,32.80020142,-116.7099991,anonymous,EN,1,1,1991,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,4,5,1,,,,,,,,8,,4,5,5,5,6,6,6,3,6,1,4,6,4,5,6,2,1,1,3,3,1,2,3,3,1,Having too many things I need to do in a limited amount of time,,
11/15/2017 21:32,11/15/2017 21:32,0,107.77.231.167,100,18,1,11/15/2017 21:32,R_2Sf3lGZLsOjzOoK,,,,,33.88859558,-117.8130951,anonymous,EN,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2017 12:37,11/16/2017 16:35,0,38.86.163.8,100,187082,1,11/16/2017 16:35,R_pJEe9MjluOx0Dol,,,,,40.73080444,-73.99749756,anonymous,EN,1,1,1989,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,6,,,,,,1,,,,,4,5,5,4,5,5,6,3,6,1,5,3,6,4,5,2,3,4,2,2,2,3,1,2,2,Stress is usually something that requires immediate action or attention; but other times it's a nagging worry that hangs over your day and distracts you from living in the moment.,,
11/16/2017 18:31,11/16/2017 18:35,0,98.204.105.18,100,242,1,11/16/2017 18:35,R_1QoPTTbnBfrKgQ5,,,,,39.32879639,-76.59670258,anonymous,EN,1,1,1990,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,6,6,1,,,,,,,,7,,6,6,6,6,6,6,2,2,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,The feeling of pressure within my chest and anxiety,,
11/17/2017 8:16,11/17/2017 8:38,0,184.98.62.105,100,1337,1,11/17/2017 8:39,R_9Hr92kEdioyziNz,,,,,33.38330078,-112.1115036,anonymous,EN,1,1,1992,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,3,5,,1,,,,,,,6,,6,6,4,5,6,6,4,5,6,2,4,6,4,5,6,3,2,4,2,3,1,2,2,1,1,A sensation that ranges from discomfort to severe anxiety as a result an inability to deal with your environmental factors.,,
11/17/2017 12:13,11/17/2017 12:18,0,71.218.181.59,100,293,1,11/17/2017 12:18,R_3iJYa0D5g81ygvu,,,,,39.73129272,-104.9692001,anonymous,EN,1,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,6,5,,,,,,1,,,,,4,5,2,3,4,4,3,3,5,3,3,5,3,4,5,3,2,4,2,2,3,3,2,1,3,feeling overwhelmed and nervous in a way that makes it hard,,
11/17/2017 12:21,11/17/2017 12:28,0,172.10.130.127,100,426,1,11/17/2017 12:28,R_237TIA0MjXipnzA,,,,,32.73680115,-117.2402039,anonymous,EN,1,1,1980,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,6,,,1,,,,,,,,5,3,3,2,3,2,4,3,5,2,1,3,1,3,5,3,3,4,2,2,4,2,3,2,3,The state one is in when unable to manage life problems,,
